# pixel_no sector_no crate_no pdp_addr pdp_chan pdp_gchan fadc_addr fadc_chan trigger_addr three_pixel_patch four_pixel_patch trace_idx has_pixel ring pixel_x pixel_y pixel_w pixel_q pixel_r pdp_board_rev pixel_dynodes pixel_hv_offset pixel_hv_setpoint pixel_gain_exponent pixel_preamp_gain 
0x40a 0 3 0x40 10 514 0x41 10 0x40 4 2 514 1 23 -850.000000 577.350269 50.000000 -10.000000 23.000000 0 0 0.000000 0.000000 0.000000 0
0x40b 0 3 0x40 8 512 0x41 11 0x40 0 2 515 1 24 -900.000000 577.350269 50.000000 -11.000000 24.000000 0 0 0.000000 0.000000 0.000000 0
0x420 0 3 0x42 3 519 0x42 0 0x40 5 0 516 1 24 -800.000000 750.555350 50.000000 -7.000000 24.000000 0 0 0.000000 0.000000 0.000000 0
0x421 0 3 0x42 1 517 0x42 1 0x40 5 0 517 1 23 -775.000000 707.254080 50.000000 -7.000000 23.000000 0 0 0.000000 0.000000 0.000000 0
0x422 0 3 0x42 2 518 0x42 2 0x40 5 0 518 1 23 -750.000000 750.555350 50.000000 -6.000000 23.000000 0 0 0.000000 0.000000 0.000000 0
0x423 0 3 0x42 0 516 0x42 3 0x40 4 0 519 1 22 -725.000000 707.254080 50.000000 -6.000000 22.000000 0 0 0.000000 0.000000 0.000000 0
0x424 0 3 0x42 7 523 0x42 4 0x40 1 1 520 1 25 -875.000000 707.254080 50.000000 -9.000000 25.000000 0 0 0.000000 0.000000 0.000000 0
0x425 0 3 0x42 5 521 0x42 5 0x40 1 1 521 1 24 -850.000000 663.952810 50.000000 -9.000000 24.000000 0 0 0.000000 0.000000 0.000000 0
0x426 0 3 0x42 6 522 0x42 6 0x40 1 1 522 1 24 -825.000000 707.254080 50.000000 -8.000000 24.000000 0 0 0.000000 0.000000 0.000000 0
0x427 0 3 0x42 4 520 0x42 7 0x40 0 1 523 1 23 -800.000000 663.952810 50.000000 -8.000000 23.000000 0 0 0.000000 0.000000 0.000000 0
0x428 0 3 0x42 11 527 0x42 8 0x40 4 2 524 1 21 -675.000000 707.254080 50.000000 -5.000000 21.000000 0 0 0.000000 0.000000 0.000000 0
0x429 0 3 0x42 9 525 0x42 9 0x40 0 2 525 1 22 -775.000000 620.651539 50.000000 -8.000000 22.000000 0 0 0.000000 0.000000 0.000000 0
0x42a 0 3 0x42 10 526 0x42 10 0x40 4 2 526 1 21 -700.000000 663.952810 50.000000 -6.000000 21.000000 0 0 0.000000 0.000000 0.000000 0
0x42b 0 3 0x42 8 524 0x42 11 0x40 0 2 527 1 22 -750.000000 663.952810 50.000000 -7.000000 22.000000 0 0 0.000000 0.000000 0.000000 0
0x440 0 3 0x44 3 531 0x43 0 0x40 5 0 528 1 22 -650.000000 837.157890 50.000000 -3.000000 22.000000 0 0 0.000000 0.000000 0.000000 0
0x441 0 3 0x44 1 529 0x43 1 0x40 5 0 529 1 21 -625.000000 793.856620 50.000000 -3.000000 21.000000 0 0 0.000000 0.000000 0.000000 0
0x442 0 3 0x44 2 530 0x43 2 0x40 5 0 530 1 21 -600.000000 837.157890 50.000000 -2.000000 21.000000 0 0 0.000000 0.000000 0.000000 0
0x443 0 3 0x44 0 528 0x43 3 0x40 4 0 531 1 20 -575.000000 793.856620 50.000000 -2.000000 20.000000 0 0 0.000000 0.000000 0.000000 0
0x444 0 3 0x44 7 535 0x43 4 0x40 1 1 532 1 23 -725.000000 793.856620 50.000000 -5.000000 23.000000 0 0 0.000000 0.000000 0.000000 0
0x445 0 3 0x44 5 533 0x43 5 0x40 1 1 533 1 22 -700.000000 750.555350 50.000000 -5.000000 22.000000 0 0 0.000000 0.000000 0.000000 0
0x446 0 3 0x44 6 534 0x43 6 0x40 1 1 534 1 22 -675.000000 793.856620 50.000000 -4.000000 22.000000 0 0 0.000000 0.000000 0.000000 0
0x447 0 3 0x44 4 532 0x43 7 0x40 0 1 535 1 21 -650.000000 750.555350 50.000000 -4.000000 21.000000 0 0 0.000000 0.000000 0.000000 0
0x448 0 3 0x44 11 539 0x43 8 0x40 4 2 536 1 19 -525.000000 793.856620 50.000000 -1.000000 19.000000 0 0 0.000000 0.000000 0.000000 0
0x449 0 3 0x44 9 537 0x43 9 0x40 0 2 537 1 20 -625.000000 707.254080 50.000000 -4.000000 20.000000 0 0 0.000000 0.000000 0.000000 0
0x44a 0 3 0x44 10 538 0x43 10 0x40 4 2 538 1 19 -550.000000 750.555350 50.000000 -2.000000 19.000000 0 0 0.000000 0.000000 0.000000 0
0x44b 0 3 0x44 8 536 0x43 11 0x40 0 2 539 1 20 -600.000000 750.555350 50.000000 -3.000000 20.000000 0 0 0.000000 0.000000 0.000000 0
0x460 0 3 0x46 3 543 0x44 0 0x40 5 0 540 1 21 -500.000000 923.760431 50.000000 1.000000 20.000000 0 0 0.000000 0.000000 0.000000 0
0x461 0 3 0x46 1 541 0x44 1 0x40 5 0 541 1 20 -475.000000 880.459161 50.000000 1.000000 19.000000 0 0 0.000000 0.000000 0.000000 0
0x462 0 3 0x46 2 542 0x44 2 0x40 5 0 542 1 21 -450.000000 923.760431 50.000000 2.000000 19.000000 0 0 0.000000 0.000000 0.000000 0
0x463 0 3 0x46 0 540 0x44 3 0x40 4 0 543 1 20 -425.000000 880.459161 50.000000 2.000000 18.000000 0 0 0.000000 0.000000 0.000000 0
0x464 0 3 0x46 7 547 0x44 4 0x40 1 1 544 1 21 -575.000000 880.459161 50.000000 -1.000000 21.000000 0 0 0.000000 0.000000 0.000000 0
0x465 0 3 0x46 5 545 0x44 5 0x40 1 1 545 1 20 -550.000000 837.157890 50.000000 -1.000000 20.000000 0 0 0.000000 0.000000 0.000000 0
0x466 0 3 0x46 6 546 0x44 6 0x40 1 1 546 1 20 -525.000000 880.459161 50.000000 0.000000 20.000000 0 0 0.000000 0.000000 0.000000 0
0x467 0 3 0x46 4 544 0x44 7 0x40 0 1 547 1 19 -500.000000 837.157890 50.000000 0.000000 19.000000 0 0 0.000000 0.000000 0.000000 0
0x468 0 3 0x46 11 551 0x44 8 0x40 4 2 548 1 20 -375.000000 880.459161 50.000000 3.000000 17.000000 0 0 0.000000 0.000000 0.000000 0
0x469 0 3 0x46 9 549 0x44 9 0x40 0 2 549 1 18 -475.000000 793.856620 50.000000 0.000000 18.000000 0 0 0.000000 0.000000 0.000000 0
0x46a 0 3 0x46 10 550 0x44 10 0x40 4 2 550 1 19 -400.000000 837.157890 50.000000 2.000000 17.000000 0 0 0.000000 0.000000 0.000000 0
0x46b 0 3 0x46 8 548 0x44 11 0x40 0 2 551 1 19 -450.000000 837.157890 50.000000 1.000000 18.000000 0 0 0.000000 0.000000 0.000000 0
0x480 0 3 0x48 3 555 0x45 0 0x40 5 0 552 1 23 -350.000000 1010.362971 50.000000 5.000000 18.000000 0 0 0.000000 0.000000 0.000000 0
0x481 0 3 0x48 1 553 0x45 1 0x40 5 0 553 1 22 -325.000000 967.061701 50.000000 5.000000 17.000000 0 0 0.000000 0.000000 0.000000 0
0x482 0 3 0x48 2 554 0x45 2 0x40 5 0 554 1 23 -300.000000 1010.362971 50.000000 6.000000 17.000000 0 0 0.000000 0.000000 0.000000 0
0x483 0 3 0x48 0 552 0x45 3 0x40 4 0 555 1 22 -275.000000 967.061701 50.000000 6.000000 16.000000 0 0 0.000000 0.000000 0.000000 0
0x484 0 3 0x48 7 559 0x45 4 0x40 1 1 556 1 22 -425.000000 967.061701 50.000000 3.000000 19.000000 0 0 0.000000 0.000000 0.000000 0
0x485 0 3 0x48 5 557 0x45 5 0x40 1 1 557 1 21 -400.000000 923.760431 50.000000 3.000000 18.000000 0 0 0.000000 0.000000 0.000000 0
0x486 0 3 0x48 6 558 0x45 6 0x40 1 1 558 1 22 -375.000000 967.061701 50.000000 4.000000 18.000000 0 0 0.000000 0.000000 0.000000 0
0x487 0 3 0x48 4 556 0x45 7 0x40 0 1 559 1 21 -350.000000 923.760431 50.000000 4.000000 17.000000 0 0 0.000000 0.000000 0.000000 0
0x488 0 3 0x48 11 563 0x45 8 0x40 4 2 560 1 22 -225.000000 967.061701 50.000000 7.000000 15.000000 0 0 0.000000 0.000000 0.000000 0
0x489 0 3 0x48 9 561 0x45 9 0x40 0 2 561 1 20 -325.000000 880.459161 50.000000 4.000000 16.000000 0 0 0.000000 0.000000 0.000000 0
0x48a 0 3 0x48 10 562 0x45 10 0x40 4 2 562 1 21 -250.000000 923.760431 50.000000 6.000000 15.000000 0 0 0.000000 0.000000 0.000000 0
0x48b 0 3 0x48 8 560 0x45 11 0x40 0 2 563 1 21 -300.000000 923.760431 50.000000 5.000000 16.000000 0 0 0.000000 0.000000 0.000000 0
0x4a0 0 3 0x4a 3 567 0x46 0 0x40 5 0 564 1 25 -200.000000 1096.965511 50.000000 9.000000 16.000000 0 0 0.000000 0.000000 0.000000 0
0x4a1 0 3 0x4a 1 565 0x46 1 0x40 5 0 565 1 24 -175.000000 1053.664241 50.000000 9.000000 15.000000 0 0 0.000000 0.000000 0.000000 0
0x4a2 0 3 0x4a 2 566 0x46 2 0x40 5 0 566 1 25 -150.000000 1096.965511 50.000000 10.000000 15.000000 0 0 0.000000 0.000000 0.000000 0
0x4a3 0 3 0x4a 0 564 0x46 3 0x40 4 0 567 1 24 -125.000000 1053.664241 50.000000 10.000000 14.000000 0 0 0.000000 0.000000 0.000000 0
0x4a4 0 3 0x4a 7 571 0x46 4 0x40 1 1 568 1 24 -275.000000 1053.664241 50.000000 7.000000 17.000000 0 0 0.000000 0.000000 0.000000 0
0x4a5 0 3 0x4a 5 569 0x46 5 0x40 1 1 569 1 23 -250.000000 1010.362971 50.000000 7.000000 16.000000 0 0 0.000000 0.000000 0.000000 0
0x4a6 0 3 0x4a 6 570 0x46 6 0x40 1 1 570 1 24 -225.000000 1053.664241 50.000000 8.000000 16.000000 0 0 0.000000 0.000000 0.000000 0
0x4a7 0 3 0x4a 4 568 0x46 7 0x40 0 1 571 1 23 -200.000000 1010.362971 50.000000 8.000000 15.000000 0 0 0.000000 0.000000 0.000000 0
0x4a8 0 3 0x4a 11 575 0x46 8 0x40 4 2 572 1 24 -75.000000 1053.664241 50.000000 11.000000 13.000000 0 0 0.000000 0.000000 0.000000 0
0x4a9 0 3 0x4a 9 573 0x46 9 0x40 0 2 573 1 22 -175.000000 967.061701 50.000000 8.000000 14.000000 0 0 0.000000 0.000000 0.000000 0
0x4aa 0 3 0x4a 10 574 0x46 10 0x40 4 2 574 1 23 -100.000000 1010.362971 50.000000 10.000000 13.000000 0 0 0.000000 0.000000 0.000000 0
0x4ab 0 3 0x4a 8 572 0x46 11 0x40 0 2 575 1 23 -150.000000 1010.362971 50.000000 9.000000 14.000000 0 0 0.000000 0.000000 0.000000 0
0x4c0 0 3 0x4c 3 579 0x47 0 0x40 5 0 576 0 27 -50.000000 1183.568052 50.000000 13.000000 14.000000 0 0 0.000000 0.000000 0.000000 0
0x4c1 0 3 0x4c 1 577 0x47 1 0x40 5 0 577 1 26 -25.000000 1140.266782 50.000000 13.000000 13.000000 0 0 0.000000 0.000000 0.000000 0
0x4c2 0 3 0x4c 2 578 0x47 2 0x40 5 0 578 0 27 0.000000 1183.568052 50.000000 14.000000 13.000000 0 0 0.000000 0.000000 0.000000 0
0x4c3 0 3 0x4c 0 576 0x47 3 0x40 4 0 579 1 26 25.000000 1140.266782 50.000000 14.000000 12.000000 0 0 0.000000 0.000000 0.000000 0
0x4c4 0 3 0x4c 7 583 0x47 4 0x40 1 1 580 1 26 -125.000000 1140.266782 50.000000 11.000000 15.000000 0 0 0.000000 0.000000 0.000000 0
0x4c5 0 3 0x4c 5 581 0x47 5 0x40 1 1 581 1 25 -100.000000 1096.965511 50.000000 11.000000 14.000000 0 0 0.000000 0.000000 0.000000 0
0x4c6 0 3 0x4c 6 582 0x47 6 0x40 1 1 582 1 26 -75.000000 1140.266782 50.000000 12.000000 14.000000 0 0 0.000000 0.000000 0.000000 0
0x4c7 0 3 0x4c 4 580 0x47 7 0x40 0 1 583 1 25 -50.000000 1096.965511 50.000000 12.000000 13.000000 0 0 0.000000 0.000000 0.000000 0
0x4c8 0 3 0x4c 11 587 0x47 8 0x40 4 2 584 1 26 75.000000 1140.266782 50.000000 15.000000 11.000000 0 0 0.000000 0.000000 0.000000 0
0x4c9 0 3 0x4c 9 585 0x47 9 0x40 0 2 585 1 24 -25.000000 1053.664241 50.000000 12.000000 12.000000 0 0 0.000000 0.000000 0.000000 0
0x4ca 0 3 0x4c 10 586 0x47 10 0x40 4 2 586 1 25 50.000000 1096.965511 50.000000 14.000000 11.000000 0 0 0.000000 0.000000 0.000000 0
0x4cb 0 3 0x4c 8 584 0x47 11 0x40 0 2 587 1 25 0.000000 1096.965511 50.000000 13.000000 12.000000 0 0 0.000000 0.000000 0.000000 0
0x500 1 4 0x50 3 591 0x51 0 0x50 5 0 588 1 3 150.000000 -28.867513 50.000000 3.000000 -4.000000 0 0 0.000000 0.000000 0.000000 0
0x501 1 4 0x50 1 589 0x51 1 0x50 5 0 589 1 2 100.000000 -28.867513 50.000000 2.000000 -3.000000 0 0 0.000000 0.000000 0.000000 0
0x502 1 4 0x50 2 590 0x51 2 0x50 5 0 590 1 3 125.000000 -72.168784 50.000000 2.000000 -4.000000 0 0 0.000000 0.000000 0.000000 0
0x503 1 4 0x50 0 588 0x51 3 0x50 4 0 591 1 2 75.000000 -72.168784 50.000000 1.000000 -3.000000 0 0 0.000000 0.000000 0.000000 0
0x504 1 4 0x50 7 595 0x51 4 0x50 1 1 592 1 3 150.000000 57.735027 50.000000 4.000000 -3.000000 0 0 0.000000 0.000000 0.000000 0
0x505 1 4 0x50 5 593 0x51 5 0x50 1 1 593 1 2 100.000000 57.735027 50.000000 3.000000 -2.000000 0 0 0.000000 0.000000 0.000000 0
0x506 1 4 0x50 6 594 0x51 6 0x50 1 1 594 1 2 125.000000 14.433757 50.000000 3.000000 -3.000000 0 0 0.000000 0.000000 0.000000 0
0x507 1 4 0x50 4 592 0x51 7 0x50 0 1 595 1 1 75.000000 14.433757 50.000000 2.000000 -2.000000 0 0 0.000000 0.000000 0.000000 0
0x508 1 4 0x50 11 599 0x51 8 0x50 4 2 596 1 2 50.000000 -115.470054 50.000000 0.000000 -3.000000 0 0 0.000000 0.000000 0.000000 0
0x509 1 4 0x50 9 597 0x51 9 0x50 0 2 597 1 0 25.000000 14.433757 50.000000 1.000000 -1.000000 0 0 0.000000 0.000000 0.000000 0
0x50a 1 4 0x50 10 598 0x51 10 0x50 4 2 598 1 1 25.000000 -72.168784 50.000000 0.000000 -2.000000 0 0 0.000000 0.000000 0.000000 0
0x50b 1 4 0x50 8 596 0x51 11 0x50 0 2 599 1 1 50.000000 -28.867513 50.000000 1.000000 -2.000000 0 0 0.000000 0.000000 0.000000 0
0x510 1 4 0x51 3 603 0x51 12 0x50 7 0 600 1 6 300.000000 57.735027 50.000000 7.000000 -6.000000 0 0 0.000000 0.000000 0.000000 0
0x511 1 4 0x51 1 601 0x51 13 0x50 7 0 601 1 5 250.000000 57.735027 50.000000 6.000000 -5.000000 0 0 0.000000 0.000000 0.000000 0
0x512 1 4 0x51 2 602 0x51 14 0x50 7 0 602 1 5 275.000000 14.433757 50.000000 6.000000 -6.000000 0 0 0.000000 0.000000 0.000000 0
0x513 1 4 0x51 0 600 0x51 15 0x50 6 0 603 1 4 225.000000 14.433757 50.000000 5.000000 -5.000000 0 0 0.000000 0.000000 0.000000 0
0x514 1 4 0x51 7 607 0x51 16 0x50 3 1 604 1 7 300.000000 144.337567 50.000000 8.000000 -5.000000 0 0 0.000000 0.000000 0.000000 0
0x515 1 4 0x51 5 605 0x51 17 0x50 3 1 605 1 6 250.000000 144.337567 50.000000 7.000000 -4.000000 0 0 0.000000 0.000000 0.000000 0
0x516 1 4 0x51 6 606 0x51 18 0x50 3 1 606 1 6 275.000000 101.036297 50.000000 7.000000 -5.000000 0 0 0.000000 0.000000 0.000000 0
0x517 1 4 0x51 4 604 0x51 19 0x50 2 1 607 1 5 225.000000 101.036297 50.000000 6.000000 -4.000000 0 0 0.000000 0.000000 0.000000 0
0x518 1 4 0x51 11 611 0x51 20 0x50 6 2 608 1 4 200.000000 -28.867513 50.000000 4.000000 -5.000000 0 0 0.000000 0.000000 0.000000 0
0x519 1 4 0x51 9 609 0x51 21 0x50 2 2 609 1 4 175.000000 101.036297 50.000000 5.000000 -3.000000 0 0 0.000000 0.000000 0.000000 0
0x51a 1 4 0x51 10 610 0x51 22 0x50 6 2 610 1 3 175.000000 14.433757 50.000000 4.000000 -4.000000 0 0 0.000000 0.000000 0.000000 0
0x51b 1 4 0x51 8 608 0x51 23 0x50 2 2 611 1 4 200.000000 57.735027 50.000000 5.000000 -4.000000 0 0 0.000000 0.000000 0.000000 0
0x520 1 4 0x52 3 615 0x52 0 0x50 5 0 612 1 5 150.000000 -202.072594 50.000000 1.000000 -6.000000 0 0 0.000000 0.000000 0.000000 0
0x521 1 4 0x52 1 613 0x52 1 0x50 5 0 613 1 4 100.000000 -202.072594 50.000000 0.000000 -5.000000 0 0 0.000000 0.000000 0.000000 0
0x522 1 4 0x52 2 614 0x52 2 0x50 5 0 614 1 5 125.000000 -245.373864 50.000000 0.000000 -6.000000 0 0 0.000000 0.000000 0.000000 0
0x523 1 4 0x52 0 612 0x52 3 0x50 4 0 615 1 5 75.000000 -245.373864 50.000000 -1.000000 -5.000000 0 0 0.000000 0.000000 0.000000 0
0x524 1 4 0x52 7 619 0x52 4 0x50 1 1 616 1 4 150.000000 -115.470054 50.000000 2.000000 -5.000000 0 0 0.000000 0.000000 0.000000 0
0x525 1 4 0x52 5 617 0x52 5 0x50 1 1 617 1 3 100.000000 -115.470054 50.000000 1.000000 -4.000000 0 0 0.000000 0.000000 0.000000 0
0x526 1 4 0x52 6 618 0x52 6 0x50 1 1 618 1 4 125.000000 -158.771324 50.000000 1.000000 -5.000000 0 0 0.000000 0.000000 0.000000 0
0x527 1 4 0x52 4 616 0x52 7 0x50 0 1 619 1 3 75.000000 -158.771324 50.000000 0.000000 -4.000000 0 0 0.000000 0.000000 0.000000 0
0x528 1 4 0x52 11 623 0x52 8 0x50 4 2 620 1 6 50.000000 -288.675135 50.000000 -2.000000 -5.000000 0 0 0.000000 0.000000 0.000000 0
0x529 1 4 0x52 9 621 0x52 9 0x50 0 2 621 1 3 25.000000 -158.771324 50.000000 -1.000000 -3.000000 0 0 0.000000 0.000000 0.000000 0
0x52a 1 4 0x52 10 622 0x52 10 0x50 4 2 622 1 5 25.000000 -245.373864 50.000000 -2.000000 -4.000000 0 0 0.000000 0.000000 0.000000 0
0x52b 1 4 0x52 8 620 0x52 11 0x50 0 2 623 1 4 50.000000 -202.072594 50.000000 -1.000000 -4.000000 0 0 0.000000 0.000000 0.000000 0
0x530 1 4 0x53 3 627 0x52 12 0x50 7 0 624 1 7 300.000000 -115.470054 50.000000 5.000000 -8.000000 0 0 0.000000 0.000000 0.000000 0
0x531 1 4 0x53 1 625 0x52 13 0x50 7 0 625 1 6 250.000000 -115.470054 50.000000 4.000000 -7.000000 0 0 0.000000 0.000000 0.000000 0
0x532 1 4 0x53 2 626 0x52 14 0x50 7 0 626 1 7 275.000000 -158.771324 50.000000 4.000000 -8.000000 0 0 0.000000 0.000000 0.000000 0
0x533 1 4 0x53 0 624 0x52 15 0x50 6 0 627 1 6 225.000000 -158.771324 50.000000 3.000000 -7.000000 0 0 0.000000 0.000000 0.000000 0
0x534 1 4 0x53 7 631 0x52 16 0x50 3 1 628 1 6 300.000000 -28.867513 50.000000 6.000000 -7.000000 0 0 0.000000 0.000000 0.000000 0
0x535 1 4 0x53 5 629 0x52 17 0x50 3 1 629 1 5 250.000000 -28.867513 50.000000 5.000000 -6.000000 0 0 0.000000 0.000000 0.000000 0
0x536 1 4 0x53 6 630 0x52 18 0x50 3 1 630 1 6 275.000000 -72.168784 50.000000 5.000000 -7.000000 0 0 0.000000 0.000000 0.000000 0
0x537 1 4 0x53 4 628 0x52 19 0x50 2 1 631 1 5 225.000000 -72.168784 50.000000 4.000000 -6.000000 0 0 0.000000 0.000000 0.000000 0
0x538 1 4 0x53 11 635 0x52 20 0x50 6 2 632 1 6 200.000000 -202.072594 50.000000 2.000000 -7.000000 0 0 0.000000 0.000000 0.000000 0
0x539 1 4 0x53 9 633 0x52 21 0x50 2 2 633 1 4 175.000000 -72.168784 50.000000 3.000000 -5.000000 0 0 0.000000 0.000000 0.000000 0
0x53a 1 4 0x53 10 634 0x52 22 0x50 6 2 634 1 5 175.000000 -158.771324 50.000000 2.000000 -6.000000 0 0 0.000000 0.000000 0.000000 0
0x53b 1 4 0x53 8 632 0x52 23 0x50 2 2 635 1 5 200.000000 -115.470054 50.000000 3.000000 -6.000000 0 0 0.000000 0.000000 0.000000 0
0x540 1 4 0x54 3 639 0x53 0 0x50 5 0 636 1 8 150.000000 -375.277675 50.000000 -1.000000 -8.000000 0 0 0.000000 0.000000 0.000000 0
0x541 1 4 0x54 1 637 0x53 1 0x50 5 0 637 1 8 100.000000 -375.277675 50.000000 -2.000000 -7.000000 0 0 0.000000 0.000000 0.000000 0
0x542 1 4 0x54 2 638 0x53 2 0x50 5 0 638 1 9 125.000000 -418.578945 50.000000 -2.000000 -8.000000 0 0 0.000000 0.000000 0.000000 0
0x543 1 4 0x54 0 636 0x53 3 0x50 4 0 639 1 9 75.000000 -418.578945 50.000000 -3.000000 -7.000000 0 0 0.000000 0.000000 0.000000 0
0x544 1 4 0x54 7 643 0x53 4 0x50 1 1 640 1 6 150.000000 -288.675135 50.000000 0.000000 -7.000000 0 0 0.000000 0.000000 0.000000 0
0x545 1 4 0x54 5 641 0x53 5 0x50 1 1 641 1 6 100.000000 -288.675135 50.000000 -1.000000 -6.000000 0 0 0.000000 0.000000 0.000000 0
0x546 1 4 0x54 6 642 0x53 6 0x50 1 1 642 1 7 125.000000 -331.976405 50.000000 -1.000000 -7.000000 0 0 0.000000 0.000000 0.000000 0
0x547 1 4 0x54 4 640 0x53 7 0x50 0 1 643 1 7 75.000000 -331.976405 50.000000 -2.000000 -6.000000 0 0 0.000000 0.000000 0.000000 0
0x548 1 4 0x54 11 647 0x53 8 0x50 4 2 644 1 10 50.000000 -461.880215 50.000000 -4.000000 -7.000000 0 0 0.000000 0.000000 0.000000 0
0x549 1 4 0x54 9 645 0x53 9 0x50 0 2 645 1 7 25.000000 -331.976405 50.000000 -3.000000 -5.000000 0 0 0.000000 0.000000 0.000000 0
0x54a 1 4 0x54 10 646 0x53 10 0x50 4 2 646 1 9 25.000000 -418.578945 50.000000 -4.000000 -6.000000 0 0 0.000000 0.000000 0.000000 0
0x54b 1 4 0x54 8 644 0x53 11 0x50 0 2 647 1 8 50.000000 -375.277675 50.000000 -3.000000 -6.000000 0 0 0.000000 0.000000 0.000000 0
0x550 1 4 0x55 3 651 0x53 12 0x50 7 0 648 1 9 300.000000 -288.675135 50.000000 3.000000 -10.000000 0 0 0.000000 0.000000 0.000000 0
0x551 1 4 0x55 1 649 0x53 13 0x50 7 0 649 1 8 250.000000 -288.675135 50.000000 2.000000 -9.000000 0 0 0.000000 0.000000 0.000000 0
0x552 1 4 0x55 2 650 0x53 14 0x50 7 0 650 1 9 275.000000 -331.976405 50.000000 2.000000 -10.000000 0 0 0.000000 0.000000 0.000000 0
0x553 1 4 0x55 0 648 0x53 15 0x50 6 0 651 1 8 225.000000 -331.976405 50.000000 1.000000 -9.000000 0 0 0.000000 0.000000 0.000000 0
0x554 1 4 0x55 7 655 0x53 16 0x50 3 1 652 1 8 300.000000 -202.072594 50.000000 4.000000 -9.000000 0 0 0.000000 0.000000 0.000000 0
0x555 1 4 0x55 5 653 0x53 17 0x50 3 1 653 1 7 250.000000 -202.072594 50.000000 3.000000 -8.000000 0 0 0.000000 0.000000 0.000000 0
0x556 1 4 0x55 6 654 0x53 18 0x50 3 1 654 1 8 275.000000 -245.373864 50.000000 3.000000 -9.000000 0 0 0.000000 0.000000 0.000000 0
0x557 1 4 0x55 4 652 0x53 19 0x50 2 1 655 1 7 225.000000 -245.373864 50.000000 2.000000 -8.000000 0 0 0.000000 0.000000 0.000000 0
0x558 1 4 0x55 11 659 0x53 20 0x50 6 2 656 1 8 200.000000 -375.277675 50.000000 0.000000 -9.000000 0 0 0.000000 0.000000 0.000000 0
0x559 1 4 0x55 9 657 0x53 21 0x50 2 2 657 1 6 175.000000 -245.373864 50.000000 1.000000 -7.000000 0 0 0.000000 0.000000 0.000000 0
0x55a 1 4 0x55 10 658 0x53 22 0x50 6 2 658 1 7 175.000000 -331.976405 50.000000 0.000000 -8.000000 0 0 0.000000 0.000000 0.000000 0
0x55b 1 4 0x55 8 656 0x53 23 0x50 2 2 659 1 7 200.000000 -288.675135 50.000000 1.000000 -8.000000 0 0 0.000000 0.000000 0.000000 0
0x560 1 4 0x56 3 663 0x54 0 0x50 5 0 660 1 12 150.000000 -548.482756 50.000000 -3.000000 -10.000000 0 0 0.000000 0.000000 0.000000 0
0x561 1 4 0x56 1 661 0x54 1 0x50 5 0 661 1 12 100.000000 -548.482756 50.000000 -4.000000 -9.000000 0 0 0.000000 0.000000 0.000000 0
0x562 1 4 0x56 2 662 0x54 2 0x50 5 0 662 1 13 125.000000 -591.784026 50.000000 -4.000000 -10.000000 0 0 0.000000 0.000000 0.000000 0
0x563 1 4 0x56 0 660 0x54 3 0x50 4 0 663 1 13 75.000000 -591.784026 50.000000 -5.000000 -9.000000 0 0 0.000000 0.000000 0.000000 0
0x564 1 4 0x56 7 667 0x54 4 0x50 1 1 664 1 10 150.000000 -461.880215 50.000000 -2.000000 -9.000000 0 0 0.000000 0.000000 0.000000 0
0x565 1 4 0x56 5 665 0x54 5 0x50 1 1 665 1 10 100.000000 -461.880215 50.000000 -3.000000 -8.000000 0 0 0.000000 0.000000 0.000000 0
0x566 1 4 0x56 6 666 0x54 6 0x50 1 1 666 1 11 125.000000 -505.181486 50.000000 -3.000000 -9.000000 0 0 0.000000 0.000000 0.000000 0
0x567 1 4 0x56 4 664 0x54 7 0x50 0 1 667 1 11 75.000000 -505.181486 50.000000 -4.000000 -8.000000 0 0 0.000000 0.000000 0.000000 0
0x568 1 4 0x56 11 671 0x54 8 0x50 4 2 668 1 14 50.000000 -635.085296 50.000000 -6.000000 -9.000000 0 0 0.000000 0.000000 0.000000 0
0x569 1 4 0x56 9 669 0x54 9 0x50 0 2 669 1 11 25.000000 -505.181486 50.000000 -5.000000 -7.000000 0 0 0.000000 0.000000 0.000000 0
0x56a 1 4 0x56 10 670 0x54 10 0x50 4 2 670 1 13 25.000000 -591.784026 50.000000 -6.000000 -8.000000 0 0 0.000000 0.000000 0.000000 0
0x56b 1 4 0x56 8 668 0x54 11 0x50 0 2 671 1 12 50.000000 -548.482756 50.000000 -5.000000 -8.000000 0 0 0.000000 0.000000 0.000000 0
0x570 1 4 0x57 3 675 0x54 12 0x50 7 0 672 1 11 300.000000 -461.880215 50.000000 1.000000 -12.000000 0 0 0.000000 0.000000 0.000000 0
0x571 1 4 0x57 1 673 0x54 13 0x50 7 0 673 1 10 250.000000 -461.880215 50.000000 0.000000 -11.000000 0 0 0.000000 0.000000 0.000000 0
0x572 1 4 0x57 2 674 0x54 14 0x50 7 0 674 1 11 275.000000 -505.181486 50.000000 0.000000 -12.000000 0 0 0.000000 0.000000 0.000000 0
0x573 1 4 0x57 0 672 0x54 15 0x50 6 0 675 1 11 225.000000 -505.181486 50.000000 -1.000000 -11.000000 0 0 0.000000 0.000000 0.000000 0
0x574 1 4 0x57 7 679 0x54 16 0x50 3 1 676 1 10 300.000000 -375.277675 50.000000 2.000000 -11.000000 0 0 0.000000 0.000000 0.000000 0
