# pixel_no sector_no crate_no pdp_addr pdp_chan pdp_gchan fadc_addr fadc_chan trigger_addr three_pixel_patch four_pixel_patch trace_idx has_pixel ring pixel_x pixel_y pixel_w pixel_q pixel_r pdp_board_rev pixel_dynodes pixel_hv_offset pixel_hv_setpoint pixel_gain_exponent pixel_preamp_gain 
0x732 1 6 0x73 2 962 0x72 14 0x70 7 0 962 1 19 875.000000 187.638837 50.000000 20.000000 -16.000000 0 0 0.000000 0.000000 0.000000 0
0x733 1 6 0x73 0 960 0x72 15 0x70 6 0 963 1 18 825.000000 187.638837 50.000000 19.000000 -15.000000 0 0 0.000000 0.000000 0.000000 0
0x734 1 6 0x73 7 967 0x72 16 0x70 3 1 964 1 21 900.000000 317.542648 50.000000 22.000000 -15.000000 0 0 0.000000 0.000000 0.000000 0
0x735 1 6 0x73 5 965 0x72 17 0x70 3 1 965 1 20 850.000000 317.542648 50.000000 21.000000 -14.000000 0 0 0.000000 0.000000 0.000000 0
0x736 1 6 0x73 6 966 0x72 18 0x70 3 1 966 1 20 875.000000 274.241378 50.000000 21.000000 -15.000000 0 0 0.000000 0.000000 0.000000 0
0x737 1 6 0x73 4 964 0x72 19 0x70 2 1 967 1 19 825.000000 274.241378 50.000000 20.000000 -14.000000 0 0 0.000000 0.000000 0.000000 0
0x738 1 6 0x73 11 971 0x72 20 0x70 6 2 968 1 17 800.000000 144.337567 50.000000 18.000000 -15.000000 0 0 0.000000 0.000000 0.000000 0
0x739 1 6 0x73 9 969 0x72 21 0x70 2 2 969 1 18 775.000000 274.241378 50.000000 19.000000 -13.000000 0 0 0.000000 0.000000 0.000000 0
0x73a 1 6 0x73 10 970 0x72 22 0x70 6 2 970 1 17 775.000000 187.638837 50.000000 18.000000 -14.000000 0 0 0.000000 0.000000 0.000000 0
0x73b 1 6 0x73 8 968 0x72 23 0x70 2 2 971 1 18 800.000000 230.940108 50.000000 19.000000 -14.000000 0 0 0.000000 0.000000 0.000000 0
0x740 1 6 0x74 3 975 0x73 0 0x70 5 0 972 1 15 750.000000 -28.867513 50.000000 15.000000 -16.000000 0 0 0.000000 0.000000 0.000000 0
0x741 1 6 0x74 1 973 0x73 1 0x70 5 0 973 1 14 700.000000 -28.867513 50.000000 14.000000 -15.000000 0 0 0.000000 0.000000 0.000000 0
0x742 1 6 0x74 2 974 0x73 2 0x70 5 0 974 1 15 725.000000 -72.168784 50.000000 14.000000 -16.000000 0 0 0.000000 0.000000 0.000000 0
0x743 1 6 0x74 0 972 0x73 3 0x70 4 0 975 1 14 675.000000 -72.168784 50.000000 13.000000 -15.000000 0 0 0.000000 0.000000 0.000000 0
0x744 1 6 0x74 7 979 0x73 4 0x70 1 1 976 1 15 750.000000 57.735027 50.000000 16.000000 -15.000000 0 0 0.000000 0.000000 0.000000 0
0x745 1 6 0x74 5 977 0x73 5 0x70 1 1 977 1 14 700.000000 57.735027 50.000000 15.000000 -14.000000 0 0 0.000000 0.000000 0.000000 0
0x746 1 6 0x74 6 978 0x73 6 0x70 1 1 978 1 14 725.000000 14.433757 50.000000 15.000000 -15.000000 0 0 0.000000 0.000000 0.000000 0
0x747 1 6 0x74 4 976 0x73 7 0x70 0 1 979 1 13 675.000000 14.433757 50.000000 14.000000 -14.000000 0 0 0.000000 0.000000 0.000000 0
0x748 1 6 0x74 11 983 0x73 8 0x70 4 2 980 1 14 650.000000 -115.470054 50.000000 12.000000 -15.000000 0 0 0.000000 0.000000 0.000000 0
0x749 1 6 0x74 9 981 0x73 9 0x70 0 2 981 1 12 625.000000 14.433757 50.000000 13.000000 -13.000000 0 0 0.000000 0.000000 0.000000 0
0x74a 1 6 0x74 10 982 0x73 10 0x70 4 2 982 1 13 625.000000 -72.168784 50.000000 12.000000 -14.000000 0 0 0.000000 0.000000 0.000000 0
0x74b 1 6 0x74 8 980 0x73 11 0x70 0 2 983 1 13 650.000000 -28.867513 50.000000 13.000000 -14.000000 0 0 0.000000 0.000000 0.000000 0
0x750 1 6 0x75 3 987 0x73 12 0x70 7 0 984 1 18 900.000000 57.735027 50.000000 19.000000 -18.000000 0 0 0.000000 0.000000 0.000000 0
0x751 1 6 0x75 1 985 0x73 13 0x70 7 0 985 1 17 850.000000 57.735027 50.000000 18.000000 -17.000000 0 0 0.000000 0.000000 0.000000 0
0x752 1 6 0x75 2 986 0x73 14 0x70 7 0 986 1 17 875.000000 14.433757 50.000000 18.000000 -18.000000 0 0 0.000000 0.000000 0.000000 0
0x753 1 6 0x75 0 984 0x73 15 0x70 6 0 987 1 16 825.000000 14.433757 50.000000 17.000000 -17.000000 0 0 0.000000 0.000000 0.000000 0
0x754 1 6 0x75 7 991 0x73 16 0x70 3 1 988 1 19 900.000000 144.337567 50.000000 20.000000 -17.000000 0 0 0.000000 0.000000 0.000000 0
0x755 1 6 0x75 5 989 0x73 17 0x70 3 1 989 1 18 850.000000 144.337567 50.000000 19.000000 -16.000000 0 0 0.000000 0.000000 0.000000 0
0x756 1 6 0x75 6 990 0x73 18 0x70 3 1 990 1 18 875.000000 101.036297 50.000000 19.000000 -17.000000 0 0 0.000000 0.000000 0.000000 0
0x757 1 6 0x75 4 988 0x73 19 0x70 2 1 991 1 17 825.000000 101.036297 50.000000 18.000000 -16.000000 0 0 0.000000 0.000000 0.000000 0
0x758 1 6 0x75 11 995 0x73 20 0x70 6 2 992 1 16 800.000000 -28.867513 50.000000 16.000000 -17.000000 0 0 0.000000 0.000000 0.000000 0
0x759 1 6 0x75 9 993 0x73 21 0x70 2 2 993 1 16 775.000000 101.036297 50.000000 17.000000 -15.000000 0 0 0.000000 0.000000 0.000000 0
0x75a 1 6 0x75 10 994 0x73 22 0x70 6 2 994 1 15 775.000000 14.433757 50.000000 16.000000 -16.000000 0 0 0.000000 0.000000 0.000000 0
0x75b 1 6 0x75 8 992 0x73 23 0x70 2 2 995 1 16 800.000000 57.735027 50.000000 17.000000 -16.000000 0 0 0.000000 0.000000 0.000000 0
0x760 1 6 0x76 3 999 0x74 0 0x70 5 0 996 1 17 750.000000 -202.072594 50.000000 13.000000 -18.000000 0 0 0.000000 0.000000 0.000000 0
0x761 1 6 0x76 1 997 0x74 1 0x70 5 0 997 1 16 700.000000 -202.072594 50.000000 12.000000 -17.000000 0 0 0.000000 0.000000 0.000000 0
0x762 1 6 0x76 2 998 0x74 2 0x70 5 0 998 1 17 725.000000 -245.373864 50.000000 12.000000 -18.000000 0 0 0.000000 0.000000 0.000000 0
0x763 1 6 0x76 0 996 0x74 3 0x70 4 0 999 1 16 675.000000 -245.373864 50.000000 11.000000 -17.000000 0 0 0.000000 0.000000 0.000000 0
0x764 1 6 0x76 7 1003 0x74 4 0x70 1 1 1000 1 16 750.000000 -115.470054 50.000000 14.000000 -17.000000 0 0 0.000000 0.000000 0.000000 0
0x765 1 6 0x76 5 1001 0x74 5 0x70 1 1 1001 1 15 700.000000 -115.470054 50.000000 13.000000 -16.000000 0 0 0.000000 0.000000 0.000000 0
0x766 1 6 0x76 6 1002 0x74 6 0x70 1 1 1002 1 16 725.000000 -158.771324 50.000000 13.000000 -17.000000 0 0 0.000000 0.000000 0.000000 0
0x767 1 6 0x76 4 1000 0x74 7 0x70 0 1 1003 1 15 675.000000 -158.771324 50.000000 12.000000 -16.000000 0 0 0.000000 0.000000 0.000000 0
0x768 1 6 0x76 11 1007 0x74 8 0x70 4 2 1004 1 16 650.000000 -288.675135 50.000000 10.000000 -17.000000 0 0 0.000000 0.000000 0.000000 0
0x769 1 6 0x76 9 1005 0x74 9 0x70 0 2 1005 1 14 625.000000 -158.771324 50.000000 11.000000 -15.000000 0 0 0.000000 0.000000 0.000000 0
0x76a 1 6 0x76 10 1006 0x74 10 0x70 4 2 1006 1 15 625.000000 -245.373864 50.000000 10.000000 -16.000000 0 0 0.000000 0.000000 0.000000 0
0x76b 1 6 0x76 8 1004 0x74 11 0x70 0 2 1007 1 15 650.000000 -202.072594 50.000000 11.000000 -16.000000 0 0 0.000000 0.000000 0.000000 0
0x770 1 6 0x77 3 1011 0x74 12 0x70 7 0 1008 1 19 900.000000 -115.470054 50.000000 17.000000 -20.000000 0 0 0.000000 0.000000 0.000000 0
0x771 1 6 0x77 1 1009 0x74 13 0x70 7 0 1009 1 18 850.000000 -115.470054 50.000000 16.000000 -19.000000 0 0 0.000000 0.000000 0.000000 0
0x772 1 6 0x77 2 1010 0x74 14 0x70 7 0 1010 1 19 875.000000 -158.771324 50.000000 16.000000 -20.000000 0 0 0.000000 0.000000 0.000000 0
0x773 1 6 0x77 0 1008 0x74 15 0x70 6 0 1011 1 18 825.000000 -158.771324 50.000000 15.000000 -19.000000 0 0 0.000000 0.000000 0.000000 0
0x774 1 6 0x77 7 1015 0x74 16 0x70 3 1 1012 1 18 900.000000 -28.867513 50.000000 18.000000 -19.000000 0 0 0.000000 0.000000 0.000000 0
0x775 1 6 0x77 5 1013 0x74 17 0x70 3 1 1013 1 17 850.000000 -28.867513 50.000000 17.000000 -18.000000 0 0 0.000000 0.000000 0.000000 0
0x776 1 6 0x77 6 1014 0x74 18 0x70 3 1 1014 1 18 875.000000 -72.168784 50.000000 17.000000 -19.000000 0 0 0.000000 0.000000 0.000000 0
0x777 1 6 0x77 4 1012 0x74 19 0x70 2 1 1015 1 17 825.000000 -72.168784 50.000000 16.000000 -18.000000 0 0 0.000000 0.000000 0.000000 0
0x778 1 6 0x77 11 1019 0x74 20 0x70 6 2 1016 1 18 800.000000 -202.072594 50.000000 14.000000 -19.000000 0 0 0.000000 0.000000 0.000000 0
0x779 1 6 0x77 9 1017 0x74 21 0x70 2 2 1017 1 16 775.000000 -72.168784 50.000000 15.000000 -17.000000 0 0 0.000000 0.000000 0.000000 0
0x77a 1 6 0x77 10 1018 0x74 22 0x70 6 2 1018 1 17 775.000000 -158.771324 50.000000 14.000000 -18.000000 0 0 0.000000 0.000000 0.000000 0
0x77b 1 6 0x77 8 1016 0x74 23 0x70 2 2 1019 1 17 800.000000 -115.470054 50.000000 15.000000 -18.000000 0 0 0.000000 0.000000 0.000000 0
0x780 1 6 0x78 3 1023 0x75 0 0x70 5 0 1020 1 19 750.000000 -375.277675 50.000000 11.000000 -20.000000 0 0 0.000000 0.000000 0.000000 0
0x781 1 6 0x78 1 1021 0x75 1 0x70 5 0 1021 1 18 700.000000 -375.277675 50.000000 10.000000 -19.000000 0 0 0.000000 0.000000 0.000000 0
0x782 1 6 0x78 2 1022 0x75 2 0x70 5 0 1022 1 19 725.000000 -418.578945 50.000000 10.000000 -20.000000 0 0 0.000000 0.000000 0.000000 0
0x783 1 6 0x78 0 1020 0x75 3 0x70 4 0 1023 1 18 675.000000 -418.578945 50.000000 9.000000 -19.000000 0 0 0.000000 0.000000 0.000000 0
0x784 1 6 0x78 7 1027 0x75 4 0x70 1 1 1024 1 18 750.000000 -288.675135 50.000000 12.000000 -19.000000 0 0 0.000000 0.000000 0.000000 0
0x785 1 6 0x78 5 1025 0x75 5 0x70 1 1 1025 1 17 700.000000 -288.675135 50.000000 11.000000 -18.000000 0 0 0.000000 0.000000 0.000000 0
0x786 1 6 0x78 6 1026 0x75 6 0x70 1 1 1026 1 18 725.000000 -331.976405 50.000000 11.000000 -19.000000 0 0 0.000000 0.000000 0.000000 0
0x787 1 6 0x78 4 1024 0x75 7 0x70 0 1 1027 1 17 675.000000 -331.976405 50.000000 10.000000 -18.000000 0 0 0.000000 0.000000 0.000000 0
0x788 1 6 0x78 11 1031 0x75 8 0x70 4 2 1028 1 18 650.000000 -461.880215 50.000000 8.000000 -19.000000 0 0 0.000000 0.000000 0.000000 0
0x789 1 6 0x78 9 1029 0x75 9 0x70 0 2 1029 1 16 625.000000 -331.976405 50.000000 9.000000 -17.000000 0 0 0.000000 0.000000 0.000000 0
0x78a 1 6 0x78 10 1030 0x75 10 0x70 4 2 1030 1 17 625.000000 -418.578945 50.000000 8.000000 -18.000000 0 0 0.000000 0.000000 0.000000 0
0x78b 1 6 0x78 8 1028 0x75 11 0x70 0 2 1031 1 17 650.000000 -375.277675 50.000000 9.000000 -18.000000 0 0 0.000000 0.000000 0.000000 0
0x790 1 6 0x79 3 1035 0x75 12 0x70 7 0 1032 1 21 900.000000 -288.675135 50.000000 15.000000 -22.000000 0 0 0.000000 0.000000 0.000000 0
0x791 1 6 0x79 1 1033 0x75 13 0x70 7 0 1033 1 20 850.000000 -288.675135 50.000000 14.000000 -21.000000 0 0 0.000000 0.000000 0.000000 0
0x792 1 6 0x79 2 1034 0x75 14 0x70 7 0 1034 1 21 875.000000 -331.976405 50.000000 14.000000 -22.000000 0 0 0.000000 0.000000 0.000000 0
0x793 1 6 0x79 0 1032 0x75 15 0x70 6 0 1035 1 20 825.000000 -331.976405 50.000000 13.000000 -21.000000 0 0 0.000000 0.000000 0.000000 0
0x794 1 6 0x79 7 1039 0x75 16 0x70 3 1 1036 1 20 900.000000 -202.072594 50.000000 16.000000 -21.000000 0 0 0.000000 0.000000 0.000000 0
0x795 1 6 0x79 5 1037 0x75 17 0x70 3 1 1037 1 19 850.000000 -202.072594 50.000000 15.000000 -20.000000 0 0 0.000000 0.000000 0.000000 0
0x796 1 6 0x79 6 1038 0x75 18 0x70 3 1 1038 1 20 875.000000 -245.373864 50.000000 15.000000 -21.000000 0 0 0.000000 0.000000 0.000000 0
0x797 1 6 0x79 4 1036 0x75 19 0x70 2 1 1039 1 19 825.000000 -245.373864 50.000000 14.000000 -20.000000 0 0 0.000000 0.000000 0.000000 0
0x798 1 6 0x79 11 1043 0x75 20 0x70 6 2 1040 1 20 800.000000 -375.277675 50.000000 12.000000 -21.000000 0 0 0.000000 0.000000 0.000000 0
0x799 1 6 0x79 9 1041 0x75 21 0x70 2 2 1041 1 18 775.000000 -245.373864 50.000000 13.000000 -19.000000 0 0 0.000000 0.000000 0.000000 0
0x79a 1 6 0x79 10 1042 0x75 22 0x70 6 2 1042 1 19 775.000000 -331.976405 50.000000 12.000000 -20.000000 0 0 0.000000 0.000000 0.000000 0
0x79b 1 6 0x79 8 1040 0x75 23 0x70 2 2 1043 1 19 800.000000 -288.675135 50.000000 13.000000 -20.000000 0 0 0.000000 0.000000 0.000000 0
0x7a0 1 6 0x7a 3 1047 0x76 0 0x70 5 0 1044 1 21 750.000000 -548.482756 50.000000 9.000000 -22.000000 0 0 0.000000 0.000000 0.000000 0
0x7a1 1 6 0x7a 1 1045 0x76 1 0x70 5 0 1045 1 20 700.000000 -548.482756 50.000000 8.000000 -21.000000 0 0 0.000000 0.000000 0.000000 0
0x7a2 1 6 0x7a 2 1046 0x76 2 0x70 5 0 1046 1 21 725.000000 -591.784026 50.000000 8.000000 -22.000000 0 0 0.000000 0.000000 0.000000 0
0x7a3 1 6 0x7a 0 1044 0x76 3 0x70 4 0 1047 1 20 675.000000 -591.784026 50.000000 7.000000 -21.000000 0 0 0.000000 0.000000 0.000000 0
0x7a4 1 6 0x7a 7 1051 0x76 4 0x70 1 1 1048 1 20 750.000000 -461.880215 50.000000 10.000000 -21.000000 0 0 0.000000 0.000000 0.000000 0
0x7a5 1 6 0x7a 5 1049 0x76 5 0x70 1 1 1049 1 19 700.000000 -461.880215 50.000000 9.000000 -20.000000 0 0 0.000000 0.000000 0.000000 0
0x7a6 1 6 0x7a 6 1050 0x76 6 0x70 1 1 1050 1 20 725.000000 -505.181486 50.000000 9.000000 -21.000000 0 0 0.000000 0.000000 0.000000 0
0x7a7 1 6 0x7a 4 1048 0x76 7 0x70 0 1 1051 1 19 675.000000 -505.181486 50.000000 8.000000 -20.000000 0 0 0.000000 0.000000 0.000000 0
0x7a8 1 6 0x7a 11 1055 0x76 8 0x70 4 2 1052 1 20 650.000000 -635.085296 50.000000 6.000000 -21.000000 0 0 0.000000 0.000000 0.000000 0
0x7a9 1 6 0x7a 9 1053 0x76 9 0x70 0 2 1053 1 18 625.000000 -505.181486 50.000000 7.000000 -19.000000 0 0 0.000000 0.000000 0.000000 0
0x7aa 1 6 0x7a 10 1054 0x76 10 0x70 4 2 1054 1 19 625.000000 -591.784026 50.000000 6.000000 -20.000000 0 0 0.000000 0.000000 0.000000 0
0x7ab 1 6 0x7a 8 1052 0x76 11 0x70 0 2 1055 1 19 650.000000 -548.482756 50.000000 7.000000 -20.000000 0 0 0.000000 0.000000 0.000000 0
0x7b0 1 6 0x7b 3 1059 0x76 12 0x70 7 0 1056 1 23 900.000000 -461.880215 50.000000 13.000000 -24.000000 0 0 0.000000 0.000000 0.000000 0
0x7b1 1 6 0x7b 1 1057 0x76 13 0x70 7 0 1057 1 22 850.000000 -461.880215 50.000000 12.000000 -23.000000 0 0 0.000000 0.000000 0.000000 0
0x7b2 1 6 0x7b 2 1058 0x76 14 0x70 7 0 1058 1 23 875.000000 -505.181486 50.000000 12.000000 -24.000000 0 0 0.000000 0.000000 0.000000 0
0x7b3 1 6 0x7b 0 1056 0x76 15 0x70 6 0 1059 1 22 825.000000 -505.181486 50.000000 11.000000 -23.000000 0 0 0.000000 0.000000 0.000000 0
0x7b4 1 6 0x7b 7 1063 0x76 16 0x70 3 1 1060 1 22 900.000000 -375.277675 50.000000 14.000000 -23.000000 0 0 0.000000 0.000000 0.000000 0
0x7b5 1 6 0x7b 5 1061 0x76 17 0x70 3 1 1061 1 21 850.000000 -375.277675 50.000000 13.000000 -22.000000 0 0 0.000000 0.000000 0.000000 0
0x7b6 1 6 0x7b 6 1062 0x76 18 0x70 3 1 1062 1 22 875.000000 -418.578945 50.000000 13.000000 -23.000000 0 0 0.000000 0.000000 0.000000 0
0x7b7 1 6 0x7b 4 1060 0x76 19 0x70 2 1 1063 1 21 825.000000 -418.578945 50.000000 12.000000 -22.000000 0 0 0.000000 0.000000 0.000000 0
0x7b8 1 6 0x7b 11 1067 0x76 20 0x70 6 2 1064 1 22 800.000000 -548.482756 50.000000 10.000000 -23.000000 0 0 0.000000 0.000000 0.000000 0
0x7b9 1 6 0x7b 9 1065 0x76 21 0x70 2 2 1065 1 20 775.000000 -418.578945 50.000000 11.000000 -21.000000 0 0 0.000000 0.000000 0.000000 0
0x7ba 1 6 0x7b 10 1066 0x76 22 0x70 6 2 1066 1 21 775.000000 -505.181486 50.000000 10.000000 -22.000000 0 0 0.000000 0.000000 0.000000 0
0x7bb 1 6 0x7b 8 1064 0x76 23 0x70 2 2 1067 1 21 800.000000 -461.880215 50.000000 11.000000 -22.000000 0 0 0.000000 0.000000 0.000000 0
0x7c0 1 6 0x7c 3 1071 0x77 0 0x70 5 0 1068 1 23 750.000000 -721.687836 50.000000 7.000000 -24.000000 0 0 0.000000 0.000000 0.000000 0
0x7c1 1 6 0x7c 1 1069 0x77 1 0x70 5 0 1069 1 22 700.000000 -721.687836 50.000000 6.000000 -23.000000 0 0 0.000000 0.000000 0.000000 0
0x7c2 1 6 0x7c 2 1070 0x77 2 0x70 5 0 1070 1 23 725.000000 -764.989107 50.000000 6.000000 -24.000000 0 0 0.000000 0.000000 0.000000 0
0x7c3 1 6 0x7c 0 1068 0x77 3 0x70 4 0 1071 1 22 675.000000 -764.989107 50.000000 5.000000 -23.000000 0 0 0.000000 0.000000 0.000000 0
0x7c4 1 6 0x7c 7 1075 0x77 4 0x70 1 1 1072 1 22 750.000000 -635.085296 50.000000 8.000000 -23.000000 0 0 0.000000 0.000000 0.000000 0
0x7c5 1 6 0x7c 5 1073 0x77 5 0x70 1 1 1073 1 21 700.000000 -635.085296 50.000000 7.000000 -22.000000 0 0 0.000000 0.000000 0.000000 0
0x7c6 1 6 0x7c 6 1074 0x77 6 0x70 1 1 1074 1 22 725.000000 -678.386566 50.000000 7.000000 -23.000000 0 0 0.000000 0.000000 0.000000 0
0x7c7 1 6 0x7c 4 1072 0x77 7 0x70 0 1 1075 1 21 675.000000 -678.386566 50.000000 6.000000 -22.000000 0 0 0.000000 0.000000 0.000000 0
0x7c8 1 6 0x7c 11 1079 0x77 8 0x70 4 2 1076 1 22 650.000000 -808.290377 50.000000 4.000000 -23.000000 0 0 0.000000 0.000000 0.000000 0
0x7c9 1 6 0x7c 9 1077 0x77 9 0x70 0 2 1077 1 20 625.000000 -678.386566 50.000000 5.000000 -21.000000 0 0 0.000000 0.000000 0.000000 0
0x7ca 1 6 0x7c 10 1078 0x77 10 0x70 4 2 1078 1 21 625.000000 -764.989107 50.000000 4.000000 -22.000000 0 0 0.000000 0.000000 0.000000 0
0x7cb 1 6 0x7c 8 1076 0x77 11 0x70 0 2 1079 1 21 650.000000 -721.687836 50.000000 5.000000 -22.000000 0 0 0.000000 0.000000 0.000000 0
0x7d0 1 6 0x7d 3 1083 0x77 12 0x70 7 0 1080 1 25 900.000000 -635.085296 50.000000 11.000000 -26.000000 0 0 0.000000 0.000000 0.000000 0
0x7d1 1 6 0x7d 1 1081 0x77 13 0x70 7 0 1081 1 24 850.000000 -635.085296 50.000000 10.000000 -25.000000 0 0 0.000000 0.000000 0.000000 0
0x7d2 1 6 0x7d 2 1082 0x77 14 0x70 7 0 1082 1 25 875.000000 -678.386566 50.000000 10.000000 -26.000000 0 0 0.000000 0.000000 0.000000 0
0x7d3 1 6 0x7d 0 1080 0x77 15 0x70 6 0 1083 1 24 825.000000 -678.386566 50.000000 9.000000 -25.000000 0 0 0.000000 0.000000 0.000000 0
0x7d4 1 6 0x7d 7 1087 0x77 16 0x70 3 1 1084 1 24 900.000000 -548.482756 50.000000 12.000000 -25.000000 0 0 0.000000 0.000000 0.000000 0
0x7d5 1 6 0x7d 5 1085 0x77 17 0x70 3 1 1085 1 23 850.000000 -548.482756 50.000000 11.000000 -24.000000 0 0 0.000000 0.000000 0.000000 0
0x7d6 1 6 0x7d 6 1086 0x77 18 0x70 3 1 1086 1 24 875.000000 -591.784026 50.000000 11.000000 -25.000000 0 0 0.000000 0.000000 0.000000 0
0x7d7 1 6 0x7d 4 1084 0x77 19 0x70 2 1 1087 1 23 825.000000 -591.784026 50.000000 10.000000 -24.000000 0 0 0.000000 0.000000 0.000000 0
0x7d8 1 6 0x7d 11 1091 0x77 20 0x70 6 2 1088 1 24 800.000000 -721.687836 50.000000 8.000000 -25.000000 0 0 0.000000 0.000000 0.000000 0
0x7d9 1 6 0x7d 9 1089 0x77 21 0x70 2 2 1089 1 22 775.000000 -591.784026 50.000000 9.000000 -23.000000 0 0 0.000000 0.000000 0.000000 0
0x7da 1 6 0x7d 10 1090 0x77 22 0x70 6 2 1090 1 23 775.000000 -678.386566 50.000000 8.000000 -24.000000 0 0 0.000000 0.000000 0.000000 0
0x7db 1 6 0x7d 8 1088 0x77 23 0x70 2 2 1091 1 23 800.000000 -635.085296 50.000000 9.000000 -24.000000 0 0 0.000000 0.000000 0.000000 0
0x800 1 7 0x80 3 1095 0x81 0 0x80 5 0 1092 1 26 1050.000000 490.747729 50.000000 27.000000 -16.000000 0 0 0.000000 0.000000 0.000000 0
0x801 1 7 0x80 1 1093 0x81 1 0x80 5 0 1093 1 25 1000.000000 490.747729 50.000000 26.000000 -15.000000 0 0 0.000000 0.000000 0.000000 0
0x802 1 7 0x80 2 1094 0x81 2 0x80 5 0 1094 1 25 1025.000000 447.446459 50.000000 26.000000 -16.000000 0 0 0.000000 0.000000 0.000000 0
0x803 1 7 0x80 0 1092 0x81 3 0x80 4 0 1095 1 24 975.000000 447.446459 50.000000 25.000000 -15.000000 0 0 0.000000 0.000000 0.000000 0
0x804 1 7 0x80 7 1099 0x81 4 0x80 1 1 1096 1 27 1050.000000 577.350269 50.000000 28.000000 -15.000000 0 0 0.000000 0.000000 0.000000 0
0x805 1 7 0x80 5 1097 0x81 5 0x80 1 1 1097 1 26 1000.000000 577.350269 50.000000 27.000000 -14.000000 0 0 0.000000 0.000000 0.000000 0
0x806 1 7 0x80 6 1098 0x81 6 0x80 1 1 1098 1 26 1025.000000 534.048999 50.000000 27.000000 -15.000000 0 0 0.000000 0.000000 0.000000 0
0x807 1 7 0x80 4 1096 0x81 7 0x80 0 1 1099 1 25 975.000000 534.048999 50.000000 26.000000 -14.000000 0 0 0.000000 0.000000 0.000000 0
0x808 1 7 0x80 11 1103 0x81 8 0x80 4 2 1100 1 23 950.000000 404.145188 50.000000 24.000000 -15.000000 0 0 0.000000 0.000000 0.000000 0
0x809 1 7 0x80 9 1101 0x81 9 0x80 0 2 1101 1 24 925.000000 534.048999 50.000000 25.000000 -13.000000 0 0 0.000000 0.000000 0.000000 0
0x80a 1 7 0x80 10 1102 0x81 10 0x80 4 2 1102 1 23 925.000000 447.446459 50.000000 24.000000 -14.000000 0 0 0.000000 0.000000 0.000000 0
0x80b 1 7 0x80 8 1100 0x81 11 0x80 0 2 1103 1 24 950.000000 490.747729 50.000000 25.000000 -14.000000 0 0 0.000000 0.000000 0.000000 0
0x820 1 7 0x82 3 1107 0x82 0 0x80 5 0 1104 1 24 1050.000000 317.542648 50.000000 25.000000 -18.000000 0 0 0.000000 0.000000 0.000000 0
0x821 1 7 0x82 1 1105 0x82 1 0x80 5 0 1105 1 23 1000.000000 317.542648 50.000000 24.000000 -17.000000 0 0 0.000000 0.000000 0.000000 0
0x822 1 7 0x82 2 1106 0x82 2 0x80 5 0 1106 1 23 1025.000000 274.241378 50.000000 24.000000 -18.000000 0 0 0.000000 0.000000 0.000000 0
0x823 1 7 0x82 0 1104 0x82 3 0x80 4 0 1107 1 22 975.000000 274.241378 50.000000 23.000000 -17.000000 0 0 0.000000 0.000000 0.000000 0
0x824 1 7 0x82 7 1111 0x82 4 0x80 1 1 1108 1 25 1050.000000 404.145188 50.000000 26.000000 -17.000000 0 0 0.000000 0.000000 0.000000 0
0x825 1 7 0x82 5 1109 0x82 5 0x80 1 1 1109 1 24 1000.000000 404.145188 50.000000 25.000000 -16.000000 0 0 0.000000 0.000000 0.000000 0
0x826 1 7 0x82 6 1110 0x82 6 0x80 1 1 1110 1 24 1025.000000 360.843918 50.000000 25.000000 -17.000000 0 0 0.000000 0.000000 0.000000 0
0x827 1 7 0x82 4 1108 0x82 7 0x80 0 1 1111 1 23 975.000000 360.843918 50.000000 24.000000 -16.000000 0 0 0.000000 0.000000 0.000000 0
0x828 1 7 0x82 11 1115 0x82 8 0x80 4 2 1112 1 21 950.000000 230.940108 50.000000 22.000000 -17.000000 0 0 0.000000 0.000000 0.000000 0
0x829 1 7 0x82 9 1113 0x82 9 0x80 0 2 1113 1 22 925.000000 360.843918 50.000000 23.000000 -15.000000 0 0 0.000000 0.000000 0.000000 0
0x82a 1 7 0x82 10 1114 0x82 10 0x80 4 2 1114 1 21 925.000000 274.241378 50.000000 22.000000 -16.000000 0 0 0.000000 0.000000 0.000000 0
0x82b 1 7 0x82 8 1112 0x82 11 0x80 0 2 1115 1 22 950.000000 317.542648 50.000000 23.000000 -16.000000 0 0 0.000000 0.000000 0.000000 0
0x840 1 7 0x84 3 1119 0x83 0 0x80 5 0 1116 1 22 1050.000000 144.337567 50.000000 23.000000 -20.000000 0 0 0.000000 0.000000 0.000000 0
0x841 1 7 0x84 1 1117 0x83 1 0x80 5 0 1117 1 21 1000.000000 144.337567 50.000000 22.000000 -19.000000 0 0 0.000000 0.000000 0.000000 0
0x842 1 7 0x84 2 1118 0x83 2 0x80 5 0 1118 1 21 1025.000000 101.036297 50.000000 22.000000 -20.000000 0 0 0.000000 0.000000 0.000000 0
0x843 1 7 0x84 0 1116 0x83 3 0x80 4 0 1119 1 20 975.000000 101.036297 50.000000 21.000000 -19.000000 0 0 0.000000 0.000000 0.000000 0
0x844 1 7 0x84 7 1123 0x83 4 0x80 1 1 1120 1 23 1050.000000 230.940108 50.000000 24.000000 -19.000000 0 0 0.000000 0.000000 0.000000 0
0x845 1 7 0x84 5 1121 0x83 5 0x80 1 1 1121 1 22 1000.000000 230.940108 50.000000 23.000000 -18.000000 0 0 0.000000 0.000000 0.000000 0
