# patch_no npixels trigger_trace_idx fadc_addr trigger_addr pdp_addr sector_no patch_x patch_y patch_q patch_r pixel_0 pixel_1 pixel_2 neighbours_0 neighbours_1 neighbours_2 neighbours_3 neighbours_4 neighbours_5 
0x736 3 50 0x73 0x70 0x75 1 800.000000 0.000000 16.333333 -16.666667 0x753 0x758 0x75a 0x742 0x735 0x743 0x731 0x737 0x732 
0x737 3 50 0x73 0x70 0x75 1 875.000000 43.301270 18.333333 -17.666667 0x750 0x751 0x752 0x743 0x736 0x840 0x732 0x834 0x733 
0x740 3 51 0x74 0x70 0x76 1 650.000000 -173.205081 11.333333 -15.666667 0x767 0x769 0x76b 0x744 0x643 0x745 0x637 0x741 0x734 
0x741 3 51 0x74 0x70 0x76 1 725.000000 -129.903811 13.333333 -16.666667 0x764 0x765 0x766 0x745 0x740 0x746 0x734 0x742 0x735 
0x744 3 51 0x74 0x70 0x76 1 650.000000 -259.807621 10.333333 -16.666667 0x763 0x768 0x76a 0x750 0x647 0x751 0x643 0x745 0x740 
0x745 3 51 0x74 0x70 0x76 1 725.000000 -216.506351 12.333333 -17.666667 0x760 0x761 0x762 0x751 0x744 0x752 0x740 0x746 0x741 
0x742 3 51 0x74 0x70 0x77 1 800.000000 -86.602540 15.333333 -17.666667 0x777 0x779 0x77b 0x746 0x741 0x747 0x735 0x743 0x736 
0x743 3 51 0x74 0x70 0x77 1 875.000000 -43.301270 17.333333 -18.666667 0x774 0x775 0x776 0x747 0x742 0x844 0x736 0x840 0x737 
0x746 3 51 0x74 0x70 0x77 1 800.000000 -173.205081 14.333333 -18.666667 0x773 0x778 0x77a 0x752 0x745 0x753 0x741 0x747 0x742 
0x747 3 51 0x74 0x70 0x77 1 875.000000 -129.903811 16.333333 -19.666667 0x770 0x771 0x772 0x753 0x746 0x850 0x742 0x844 0x743 
0x750 3 52 0x75 0x70 0x78 1 650.000000 -346.410162 9.333333 -17.666667 0x787 0x789 0x78b 0x754 0x653 0x755 0x647 0x751 0x744 
0x751 3 52 0x75 0x70 0x78 1 725.000000 -303.108891 11.333333 -18.666667 0x784 0x785 0x786 0x755 0x750 0x756 0x744 0x752 0x745 
0x754 3 52 0x75 0x70 0x78 1 650.000000 -433.012702 8.333333 -18.666667 0x783 0x788 0x78a 0x760 0x657 0x761 0x653 0x755 0x750 
0x755 3 52 0x75 0x70 0x78 1 725.000000 -389.711432 10.333333 -19.666667 0x780 0x781 0x782 0x761 0x754 0x762 0x750 0x756 0x751 
0x752 3 52 0x75 0x70 0x79 1 800.000000 -259.807621 13.333333 -19.666667 0x797 0x799 0x79b 0x756 0x751 0x757 0x745 0x753 0x746 
0x753 3 52 0x75 0x70 0x79 1 875.000000 -216.506351 15.333333 -20.666667 0x794 0x795 0x796 0x757 0x752 0x854 0x746 0x850 0x747 
0x756 3 52 0x75 0x70 0x79 1 800.000000 -346.410162 12.333333 -20.666667 0x793 0x798 0x79a 0x762 0x755 0x763 0x751 0x757 0x752 
0x757 3 52 0x75 0x70 0x79 1 875.000000 -303.108891 14.333333 -21.666667 0x790 0x791 0x792 0x763 0x756 0x860 0x752 0x854 0x753 
0x760 3 53 0x76 0x70 0x7a 1 650.000000 -519.615242 7.333333 -19.666667 0x7a7 0x7a9 0x7ab 0x764 0x663 0x765 0x657 0x761 0x754 
0x761 3 53 0x76 0x70 0x7a 1 725.000000 -476.313972 9.333333 -20.666667 0x7a4 0x7a5 0x7a6 0x765 0x760 0x766 0x754 0x762 0x755 
0x764 3 53 0x76 0x70 0x7a 1 650.000000 -606.217783 6.333333 -20.666667 0x7a3 0x7a8 0x7aa 0x770 0x667 0x771 0x663 0x765 0x760 
0x765 3 53 0x76 0x70 0x7a 1 725.000000 -562.916512 8.333333 -21.666667 0x7a0 0x7a1 0x7a2 0x771 0x764 0x772 0x760 0x766 0x761 
0x762 3 53 0x76 0x70 0x7b 1 800.000000 -433.012702 11.333333 -21.666667 0x7b7 0x7b9 0x7bb 0x766 0x761 0x767 0x755 0x763 0x756 
0x763 3 53 0x76 0x70 0x7b 1 875.000000 -389.711432 13.333333 -22.666667 0x7b4 0x7b5 0x7b6 0x767 0x762 0x864 0x756 0x860 0x757 
0x766 3 53 0x76 0x70 0x7b 1 800.000000 -519.615242 10.333333 -22.666667 0x7b3 0x7b8 0x7ba 0x772 0x765 0x773 0x761 0x767 0x762 
0x767 3 53 0x76 0x70 0x7b 1 875.000000 -476.313972 12.333333 -23.666667 0x7b0 0x7b1 0x7b2 0x773 0x766 0x870 0x762 0x864 0x763 
0x770 3 54 0x77 0x70 0x7c 1 650.000000 -692.820323 5.333333 -21.666667 0x7c7 0x7c9 0x7cb 0x774 0x673 0x775 0x667 0x771 0x764 
0x771 3 54 0x77 0x70 0x7c 1 725.000000 -649.519053 7.333333 -22.666667 0x7c4 0x7c5 0x7c6 0x775 0x770 0x776 0x764 0x772 0x765 
0x774 3 54 0x77 0x70 0x7c 1 650.000000 -779.422863 4.333333 -22.666667 0x7c3 0x7c8 0x7ca 0 0x677 0 0x673 0x775 0x770 
0x775 3 54 0x77 0x70 0x7c 1 725.000000 -736.121593 6.333333 -23.666667 0x7c0 0x7c1 0x7c2 0 0x774 0 0x770 0x776 0x771 
0x772 3 54 0x77 0x70 0x7d 1 800.000000 -606.217783 9.333333 -23.666667 0x7d7 0x7d9 0x7db 0x776 0x771 0x777 0x765 0x773 0x766 
0x773 3 54 0x77 0x70 0x7d 1 875.000000 -562.916512 11.333333 -24.666667 0x7d4 0x7d5 0x7d6 0x777 0x772 0x874 0x766 0x870 0x767 
0x776 3 54 0x77 0x70 0x7d 1 800.000000 -692.820323 8.333333 -24.666667 0x7d3 0x7d8 0x7da 0 0x775 0 0x771 0x777 0x772 
0x777 3 54 0x77 0x70 0x7d 1 875.000000 -649.519053 10.333333 -25.666667 0x7d0 0x7d1 0x7d2 0 0x776 0 0x772 0x874 0x773 
0x810 3 56 0x81 0x80 0x80 1 950.000000 519.615242 25.333333 -13.666667 0x807 0x809 0x80b 0x814 0x713 0x815 0x170 0x811 0x174 
0x811 3 56 0x81 0x80 0x80 1 1025.000000 562.916512 27.333333 -14.666667 0x804 0x805 0x806 0x815 0x810 0 0x174 0 0 
0x814 3 56 0x81 0x80 0x80 1 950.000000 433.012702 24.333333 -14.666667 0x803 0x808 0x80a 0x820 0x717 0x821 0x713 0x815 0x810 
0x815 3 56 0x81 0x80 0x80 1 1025.000000 476.313972 26.333333 -15.666667 0x800 0x801 0x802 0x821 0x814 0 0x810 0 0x811 
0x820 3 57 0x82 0x80 0x82 1 950.000000 346.410162 23.333333 -15.666667 0x827 0x829 0x82b 0x824 0x723 0x825 0x717 0x821 0x814 
0x821 3 57 0x82 0x80 0x82 1 1025.000000 389.711432 25.333333 -16.666667 0x824 0x825 0x826 0x825 0x820 0 0x814 0 0x815 
0x824 3 57 0x82 0x80 0x82 1 950.000000 259.807621 22.333333 -16.666667 0x823 0x828 0x82a 0x830 0x727 0x831 0x723 0x825 0x820 
0x825 3 57 0x82 0x80 0x82 1 1025.000000 303.108891 24.333333 -17.666667 0x820 0x821 0x822 0x831 0x824 0 0x820 0 0x821 
0x830 3 58 0x83 0x80 0x84 1 950.000000 173.205081 21.333333 -17.666667 0x847 0x849 0x84b 0x834 0x733 0x835 0x727 0x831 0x824 
0x831 3 58 0x83 0x80 0x84 1 1025.000000 216.506351 23.333333 -18.666667 0x844 0x845 0x846 0x835 0x830 0 0x824 0 0x825 
0x834 3 58 0x83 0x80 0x84 1 950.000000 86.602540 20.333333 -18.666667 0x843 0x848 0x84a 0x840 0x737 0x841 0x733 0x835 0x830 
0x835 3 58 0x83 0x80 0x84 1 1025.000000 129.903811 22.333333 -19.666667 0x840 0x841 0x842 0x841 0x834 0 0x830 0 0x831 
0x840 3 59 0x84 0x80 0x86 1 950.000000 0.000000 19.333333 -19.666667 0x867 0x869 0x86b 0x844 0x743 0x845 0x737 0x841 0x834 
0x841 3 59 0x84 0x80 0x86 1 1025.000000 43.301270 21.333333 -20.666667 0x864 0x865 0x866 0x845 0x840 0 0x834 0 0x835 
0x844 3 59 0x84 0x80 0x86 1 950.000000 -86.602540 18.333333 -20.666667 0x863 0x868 0x86a 0x850 0x747 0x851 0x743 0x845 0x840 
0x845 3 59 0x84 0x80 0x86 1 1025.000000 -43.301270 20.333333 -21.666667 0x860 0x861 0x862 0x851 0x844 0 0x840 0 0x841 
0x850 3 60 0x85 0x80 0x88 1 950.000000 -173.205081 17.333333 -21.666667 0x887 0x889 0x88b 0x854 0x753 0x855 0x747 0x851 0x844 
0x851 3 60 0x85 0x80 0x88 1 1025.000000 -129.903811 19.333333 -22.666667 0x884 0x885 0x886 0x855 0x850 0 0x844 0 0x845 
0x854 3 60 0x85 0x80 0x88 1 950.000000 -259.807621 16.333333 -22.666667 0x883 0x888 0x88a 0x860 0x757 0x861 0x753 0x855 0x850 
0x855 3 60 0x85 0x80 0x88 1 1025.000000 -216.506351 18.333333 -23.666667 0x880 0x881 0x882 0x861 0x854 0 0x850 0 0x851 
0x860 3 61 0x86 0x80 0x8a 1 950.000000 -346.410162 15.333333 -23.666667 0x8a7 0x8a9 0x8ab 0x864 0x763 0x865 0x757 0x861 0x854 
0x861 3 61 0x86 0x80 0x8a 1 1025.000000 -303.108891 17.333333 -24.666667 0x8a4 0x8a5 0x8a6 0x865 0x860 0 0x854 0 0x855 
0x864 3 61 0x86 0x80 0x8a 1 950.000000 -433.012702 14.333333 -24.666667 0x8a3 0x8a8 0x8aa 0x870 0x767 0x871 0x763 0x865 0x860 
0x865 3 61 0x86 0x80 0x8a 1 1025.000000 -389.711432 16.333333 -25.666667 0x8a0 0x8a1 0x8a2 0x871 0x864 0 0x860 0 0x861 
0x870 3 62 0x87 0x80 0x8c 1 950.000000 -519.615242 13.333333 -25.666667 0x8c7 0x8c9 0x8cb 0x874 0x773 0x875 0x767 0x871 0x864 
0x871 3 62 0x87 0x80 0x8c 1 1025.000000 -476.313972 15.333333 -26.666667 0x8c4 0x8c5 0x8c6 0x875 0x870 0 0x864 0 0x865 
0x874 3 62 0x87 0x80 0x8c 1 950.000000 -606.217783 12.333333 -26.666667 0x8c3 0x8c8 0x8ca 0 0x777 0 0x773 0x875 0x870 
0x875 3 62 0x87 0x80 0x8c 1 1025.000000 -562.916512 14.333333 -27.666667 0x8c0 0x8c1 0x8c2 0 0x874 0 0x870 0 0x871 
0x910 3 64 0x91 0x90 0x90 2 -25.000000 -43.301270 -0.666667 -0.666667 0x907 0x909 0x90b 0x911 0x915 0x514 0x914 0x510 0x110 
0x911 3 64 0x91 0x90 0x90 2 -25.000000 -129.903811 -1.666667 -1.666667 0x904 0x905 0x906 0x912 0x916 0x520 0x915 0x514 0x910 
0x914 3 64 0x91 0x90 0x90 2 -100.000000 -0.000000 -1.666667 1.333333 0x903 0x908 0x90a 0x915 0x921 0x910 0x920 0x110 0x111 
0x915 3 64 0x91 0x90 0x90 2 -100.000000 -86.602540 -2.666667 0.333333 0x900 0x901 0x902 0x916 0x922 0x911 0x921 0x910 0x914 
0x912 3 64 0x91 0x90 0x91 2 -25.000000 -216.506351 -2.666667 -2.666667 0x917 0x919 0x91b 0x913 0x917 0x524 0x916 0x520 0x911 
0x913 3 64 0x91 0x90 0x91 2 -25.000000 -303.108891 -3.666667 -3.666667 0x914 0x915 0x916 0xa10 0xa14 0x530 0x917 0x524 0x912 
0x916 3 64 0x91 0x90 0x91 2 -100.000000 -173.205081 -3.666667 -0.666667 0x913 0x918 0x91a 0x917 0x923 0x912 0x922 0x911 0x915 
0x917 3 64 0x91 0x90 0x91 2 -100.000000 -259.807621 -4.666667 -1.666667 0x910 0x911 0x912 0xa14 0xa20 0x913 0x923 0x912 0x916 
0x920 3 65 0x92 0x90 0x92 2 -175.000000 43.301270 -2.666667 3.333333 0x927 0x929 0x92b 0x921 0x925 0x914 0x924 0x111 0x112 
0x921 3 65 0x92 0x90 0x92 2 -175.000000 -43.301270 -3.666667 2.333333 0x924 0x925 0x926 0x922 0x926 0x915 0x925 0x914 0x920 
0x924 3 65 0x92 0x90 0x92 2 -250.000000 86.602540 -3.666667 5.333333 0x923 0x928 0x92a 0x925 0x931 0x920 0x930 0x112 0x113 
0x925 3 65 0x92 0x90 0x92 2 -250.000000 0.000000 -4.666667 4.333333 0x920 0x921 0x922 0x926 0x932 0x921 0x931 0x920 0x924 
0x922 3 65 0x92 0x90 0x93 2 -175.000000 -129.903811 -4.666667 1.333333 0x937 0x939 0x93b 0x923 0x927 0x916 0x926 0x915 0x921 
0x923 3 65 0x92 0x90 0x93 2 -175.000000 -216.506351 -5.666667 0.333333 0x934 0x935 0x936 0xa20 0xa24 0x917 0x927 0x916 0x922 
0x926 3 65 0x92 0x90 0x93 2 -250.000000 -86.602540 -5.666667 3.333333 0x933 0x938 0x93a 0x927 0x933 0x922 0x932 0x921 0x925 
0x927 3 65 0x92 0x90 0x93 2 -250.000000 -173.205081 -6.666667 2.333333 0x930 0x931 0x932 0xa24 0xa30 0x923 0x933 0x922 0x926 
0x930 3 66 0x93 0x90 0x94 2 -325.000000 129.903811 -4.666667 7.333333 0x947 0x949 0x94b 0x931 0x935 0x924 0x934 0x113 0x210 
0x931 3 66 0x93 0x90 0x94 2 -325.000000 43.301270 -5.666667 6.333333 0x944 0x945 0x946 0x932 0x936 0x925 0x935 0x924 0x930 
0x934 3 66 0x93 0x90 0x94 2 -400.000000 173.205081 -5.666667 9.333333 0x943 0x948 0x94a 0x935 0x941 0x930 0x940 0x210 0x211 
0x935 3 66 0x93 0x90 0x94 2 -400.000000 86.602540 -6.666667 8.333333 0x940 0x941 0x942 0x936 0x942 0x931 0x941 0x930 0x934 
0x932 3 66 0x93 0x90 0x95 2 -325.000000 -43.301270 -6.666667 5.333333 0x957 0x959 0x95b 0x933 0x937 0x926 0x936 0x925 0x931 
0x933 3 66 0x93 0x90 0x95 2 -325.000000 -129.903811 -7.666667 4.333333 0x954 0x955 0x956 0xa30 0xa34 0x927 0x937 0x926 0x932 
0x936 3 66 0x93 0x90 0x95 2 -400.000000 -0.000000 -7.666667 7.333333 0x953 0x958 0x95a 0x937 0x943 0x932 0x942 0x931 0x935 
0x937 3 66 0x93 0x90 0x95 2 -400.000000 -86.602540 -8.666667 6.333333 0x950 0x951 0x952 0xa34 0xa40 0x933 0x943 0x932 0x936 
0x940 3 67 0x94 0x90 0x96 2 -475.000000 216.506351 -6.666667 11.333333 0x967 0x969 0x96b 0x941 0x945 0x934 0x944 0x211 0x212 
0x941 3 67 0x94 0x90 0x96 2 -475.000000 129.903811 -7.666667 10.333333 0x964 0x965 0x966 0x942 0x946 0x935 0x945 0x934 0x940 
0x944 3 67 0x94 0x90 0x96 2 -550.000000 259.807621 -7.666667 13.333333 0x963 0x968 0x96a 0x945 0x951 0x940 0x950 0x212 0x213 
0x945 3 67 0x94 0x90 0x96 2 -550.000000 173.205081 -8.666667 12.333333 0x960 0x961 0x962 0x946 0x952 0x941 0x951 0x940 0x944 
0x942 3 67 0x94 0x90 0x97 2 -475.000000 43.301270 -8.666667 9.333333 0x977 0x979 0x97b 0x943 0x947 0x936 0x946 0x935 0x941 
0x943 3 67 0x94 0x90 0x97 2 -475.000000 -43.301270 -9.666667 8.333333 0x974 0x975 0x976 0xa40 0xa44 0x937 0x947 0x936 0x942 
0x946 3 67 0x94 0x90 0x97 2 -550.000000 86.602540 -9.666667 11.333333 0x973 0x978 0x97a 0x947 0x953 0x942 0x952 0x941 0x945 
0x947 3 67 0x94 0x90 0x97 2 -550.000000 -0.000000 -10.666667 10.333333 0x970 0x971 0x972 0xa44 0xa50 0x943 0x953 0x942 0x946 
0x950 3 68 0x95 0x90 0x98 2 -625.000000 303.108891 -8.666667 15.333333 0x987 0x989 0x98b 0x951 0x955 0x944 0x954 0x213 0x310 
0x951 3 68 0x95 0x90 0x98 2 -625.000000 216.506351 -9.666667 14.333333 0x984 0x985 0x986 0x952 0x956 0x945 0x955 0x944 0x950 
0x954 3 68 0x95 0x90 0x98 2 -700.000000 346.410162 -9.666667 17.333333 0x983 0x988 0x98a 0x955 0x961 0x950 0x960 0x310 0x311 
0x955 3 68 0x95 0x90 0x98 2 -700.000000 259.807621 -10.666667 16.333333 0x980 0x981 0x982 0x956 0x962 0x951 0x961 0x950 0x954 
0x952 3 68 0x95 0x90 0x99 2 -625.000000 129.903811 -10.666667 13.333333 0x997 0x999 0x99b 0x953 0x957 0x946 0x956 0x945 0x951 
0x953 3 68 0x95 0x90 0x99 2 -625.000000 43.301270 -11.666667 12.333333 0x994 0x995 0x996 0xa50 0xa54 0x947 0x957 0x946 0x952 
0x956 3 68 0x95 0x90 0x99 2 -700.000000 173.205081 -11.666667 15.333333 0x993 0x998 0x99a 0x957 0x963 0x952 0x962 0x951 0x955 
0x957 3 68 0x95 0x90 0x99 2 -700.000000 86.602540 -12.666667 14.333333 0x990 0x991 0x992 0xa54 0xa60 0x953 0x963 0x952 0x956 
0x960 3 69 0x96 0x90 0x9a 2 -775.000000 389.711432 -10.666667 19.333333 0x9a7 0x9a9 0x9ab 0x961 0x965 0x954 0x964 0x311 0x312 
0x961 3 69 0x96 0x90 0x9a 2 -775.000000 303.108891 -11.666667 18.333333 0x9a4 0x9a5 0x9a6 0x962 0x966 0x955 0x965 0x954 0x960 
0x964 3 69 0x96 0x90 0x9a 2 -850.000000 433.012702 -11.666667 21.333333 0x9a3 0x9a8 0x9aa 0x965 0x971 0x960 0x970 0x312 0x313 
0x965 3 69 0x96 0x90 0x9a 2 -850.000000 346.410162 -12.666667 20.333333 0x9a0 0x9a1 0x9a2 0x966 0x972 0x961 0x971 0x960 0x964 
0x962 3 69 0x96 0x90 0x9b 2 -775.000000 216.506351 -12.666667 17.333333 0x9b7 0x9b9 0x9bb 0x963 0x967 0x956 0x966 0x955 0x961 
0x963 3 69 0x96 0x90 0x9b 2 -775.000000 129.903811 -13.666667 16.333333 0x9b4 0x9b5 0x9b6 0xa60 0xa64 0x957 0x967 0x956 0x962 
0x966 3 69 0x96 0x90 0x9b 2 -850.000000 259.807621 -13.666667 19.333333 0x9b3 0x9b8 0x9ba 0x967 0x973 0x962 0x972 0x961 0x965 
0x967 3 69 0x96 0x90 0x9b 2 -850.000000 173.205081 -14.666667 18.333333 0x9b0 0x9b1 0x9b2 0xa64 0xa70 0x963 0x973 0x962 0x966 
0x970 3 70 0x97 0x90 0x9c 2 -925.000000 476.313972 -12.666667 23.333333 0x9c7 0x9c9 0x9cb 0x971 0x975 0x964 0x974 0x313 0x410 
0x971 3 70 0x97 0x90 0x9c 2 -925.000000 389.711432 -13.666667 22.333333 0x9c4 0x9c5 0x9c6 0x972 0x976 0x965 0x975 0x964 0x970 
0x974 3 70 0x97 0x90 0x9c 2 -1000.000000 519.615242 -13.666667 25.333333 0x9c3 0x9c8 0x9ca 0x975 0 0x970 0 0x410 0x411 
0x975 3 70 0x97 0x90 0x9c 2 -1000.000000 433.012702 -14.666667 24.333333 0x9c0 0x9c1 0x9c2 0x976 0 0x971 0 0x970 0x974 
0x972 3 70 0x97 0x90 0x9d 2 -925.000000 303.108891 -14.666667 21.333333 0x9d7 0x9d9 0x9db 0x973 0x977 0x966 0x976 0x965 0x971 
0x973 3 70 0x97 0x90 0x9d 2 -925.000000 216.506351 -15.666667 20.333333 0x9d4 0x9d5 0x9d6 0xa70 0xa74 0x967 0x977 0x966 0x972 
0x976 3 70 0x97 0x90 0x9d 2 -1000.000000 346.410162 -15.666667 23.333333 0x9d3 0x9d8 0x9da 0x977 0 0x972 0 0x971 0x975 
0x977 3 70 0x97 0x90 0x9d 2 -1000.000000 259.807621 -16.666667 22.333333 0x9d0 0x9d1 0x9d2 0xa74 0 0x973 0 0x972 0x976 
0xa10 3 72 0xa1 0xa0 0xa0 2 -25.000000 -389.711432 -4.666667 -4.666667 0xa07 0xa09 0xa0b 0xa11 0xa15 0x534 0xa14 0x530 0x913 
0xa11 3 72 0xa1 0xa0 0xa0 2 -25.000000 -476.313972 -5.666667 -5.666667 0xa04 0xa05 0xa06 0xa12 0xa16 0x540 0xa15 0x534 0xa10 
0xa14 3 72 0xa1 0xa0 0xa0 2 -100.000000 -346.410162 -5.666667 -2.666667 0xa03 0xa08 0xa0a 0xa15 0xa21 0xa10 0xa20 0x913 0x917 
0xa15 3 72 0xa1 0xa0 0xa0 2 -100.000000 -433.012702 -6.666667 -3.666667 0xa00 0xa01 0xa02 0xa16 0xa22 0xa11 0xa21 0xa10 0xa14 
0xa12 3 72 0xa1 0xa0 0xa1 2 -25.000000 -562.916512 -6.666667 -6.666667 0xa17 0xa19 0xa1b 0xa13 0xa17 0x544 0xa16 0x540 0xa11 
0xa13 3 72 0xa1 0xa0 0xa1 2 -25.000000 -649.519053 -7.666667 -7.666667 0xa14 0xa15 0xa16 0xb10 0xb14 0x550 0xa17 0x544 0xa12 
0xa16 3 72 0xa1 0xa0 0xa1 2 -100.000000 -519.615242 -7.666667 -4.666667 0xa13 0xa18 0xa1a 0xa17 0xa23 0xa12 0xa22 0xa11 0xa15 
0xa17 3 72 0xa1 0xa0 0xa1 2 -100.000000 -606.217783 -8.666667 -5.666667 0xa10 0xa11 0xa12 0xb14 0xb20 0xa13 0xa23 0xa12 0xa16 
0xa20 3 73 0xa2 0xa0 0xa2 2 -175.000000 -303.108891 -6.666667 -0.666667 0xa27 0xa29 0xa2b 0xa21 0xa25 0xa14 0xa24 0x917 0x923 
0xa21 3 73 0xa2 0xa0 0xa2 2 -175.000000 -389.711432 -7.666667 -1.666667 0xa24 0xa25 0xa26 0xa22 0xa26 0xa15 0xa25 0xa14 0xa20 
0xa24 3 73 0xa2 0xa0 0xa2 2 -250.000000 -259.807621 -7.666667 1.333333 0xa23 0xa28 0xa2a 0xa25 0xa31 0xa20 0xa30 0x923 0x927 
0xa25 3 73 0xa2 0xa0 0xa2 2 -250.000000 -346.410162 -8.666667 0.333333 0xa20 0xa21 0xa22 0xa26 0xa32 0xa21 0xa31 0xa20 0xa24 
0xa22 3 73 0xa2 0xa0 0xa3 2 -175.000000 -476.313972 -8.666667 -2.666667 0xa37 0xa39 0xa3b 0xa23 0xa27 0xa16 0xa26 0xa15 0xa21 
0xa23 3 73 0xa2 0xa0 0xa3 2 -175.000000 -562.916512 -9.666667 -3.666667 0xa34 0xa35 0xa36 0xb20 0xb24 0xa17 0xa27 0xa16 0xa22 
0xa26 3 73 0xa2 0xa0 0xa3 2 -250.000000 -433.012702 -9.666667 -0.666667 0xa33 0xa38 0xa3a 0xa27 0xa33 0xa22 0xa32 0xa21 0xa25 
0xa27 3 73 0xa2 0xa0 0xa3 2 -250.000000 -519.615242 -10.666667 -1.666667 0xa30 0xa31 0xa32 0xb24 0xb30 0xa23 0xa33 0xa22 0xa26 
0xa30 3 74 0xa3 0xa0 0xa4 2 -325.000000 -216.506351 -8.666667 3.333333 0xa47 0xa49 0xa4b 0xa31 0xa35 0xa24 0xa34 0x927 0x933 
0xa31 3 74 0xa3 0xa0 0xa4 2 -325.000000 -303.108891 -9.666667 2.333333 0xa44 0xa45 0xa46 0xa32 0xa36 0xa25 0xa35 0xa24 0xa30 
0xa34 2 74 0xa3 0xa0 0xa4 2 -400.000000 -173.205081 -9.666667 5.333333 0xa43 0xa48 0xa4a 0xa35 0xa41 0xa30 0xa40 0x933 0x937 
0xa35 3 74 0xa3 0xa0 0xa4 2 -400.000000 -259.807621 -10.666667 4.333333 0xa40 0xa41 0xa42 0xa36 0xa42 0xa31 0xa41 0xa30 0xa34 
0xa32 3 74 0xa3 0xa0 0xa5 2 -325.000000 -389.711432 -10.666667 1.333333 0xa57 0xa59 0xa5b 0xa33 0xa37 0xa26 0xa36 0xa25 0xa31 
0xa33 3 74 0xa3 0xa0 0xa5 2 -325.000000 -476.313972 -11.666667 0.333333 0xa54 0xa55 0xa56 0xb30 0xb34 0xa27 0xa37 0xa26 0xa32 
0xa36 3 74 0xa3 0xa0 0xa5 2 -400.000000 -346.410162 -11.666667 3.333333 0xa53 0xa58 0xa5a 0xa37 0xa43 0xa32 0xa42 0xa31 0xa35 
0xa37 3 74 0xa3 0xa0 0xa5 2 -400.000000 -433.012702 -12.666667 2.333333 0xa50 0xa51 0xa52 0xb34 0xb40 0xa33 0xa43 0xa32 0xa36 
0xa40 3 75 0xa4 0xa0 0xa6 2 -475.000000 -129.903811 -10.666667 7.333333 0xa67 0xa69 0xa6b 0xa41 0xa45 0xa34 0xa44 0x937 0x943 
0xa41 3 75 0xa4 0xa0 0xa6 2 -475.000000 -216.506351 -11.666667 6.333333 0xa64 0xa65 0xa66 0xa42 0xa46 0xa35 0xa45 0xa34 0xa40 
0xa44 3 75 0xa4 0xa0 0xa6 2 -550.000000 -86.602540 -11.666667 9.333333 0xa63 0xa68 0xa6a 0xa45 0xa51 0xa40 0xa50 0x943 0x947 
0xa45 3 75 0xa4 0xa0 0xa6 2 -550.000000 -173.205081 -12.666667 8.333333 0xa60 0xa61 0xa62 0xa46 0xa52 0xa41 0xa51 0xa40 0xa44 
0xa42 3 75 0xa4 0xa0 0xa7 2 -475.000000 -303.108891 -12.666667 5.333333 0xa77 0xa79 0xa7b 0xa43 0xa47 0xa36 0xa46 0xa35 0xa41 
0xa43 3 75 0xa4 0xa0 0xa7 2 -475.000000 -389.711432 -13.666667 4.333333 0xa74 0xa75 0xa76 0xb40 0xb44 0xa37 0xa47 0xa36 0xa42 
0xa46 3 75 0xa4 0xa0 0xa7 2 -550.000000 -259.807621 -13.666667 7.333333 0xa73 0xa78 0xa7a 0xa47 0xa53 0xa42 0xa52 0xa41 0xa45 
0xa47 3 75 0xa4 0xa0 0xa7 2 -550.000000 -346.410162 -14.666667 6.333333 0xa70 0xa71 0xa72 0xb44 0xb50 0xa43 0xa53 0xa42 0xa46 
0xa50 3 76 0xa5 0xa0 0xa8 2 -625.000000 -43.301270 -12.666667 11.333333 0xa87 0xa89 0xa8b 0xa51 0xa55 0xa44 0xa54 0x947 0x953 
0xa51 3 76 0xa5 0xa0 0xa8 2 -625.000000 -129.903811 -13.666667 10.333333 0xa84 0xa85 0xa86 0xa52 0xa56 0xa45 0xa55 0xa44 0xa50 
0xa54 3 76 0xa5 0xa0 0xa8 2 -700.000000 -0.000000 -13.666667 13.333333 0xa83 0xa88 0xa8a 0xa55 0xa61 0xa50 0xa60 0x953 0x957 
0xa55 3 76 0xa5 0xa0 0xa8 2 -700.000000 -86.602540 -14.666667 12.333333 0xa80 0xa81 0xa82 0xa56 0xa62 0xa51 0xa61 0xa50 0xa54 
0xa52 3 76 0xa5 0xa0 0xa9 2 -625.000000 -216.506351 -14.666667 9.333333 0xa97 0xa99 0xa9b 0xa53 0xa57 0xa46 0xa56 0xa45 0xa51 
0xa53 3 76 0xa5 0xa0 0xa9 2 -625.000000 -303.108891 -15.666667 8.333333 0xa94 0xa95 0xa96 0xb50 0xb54 0xa47 0xa57 0xa46 0xa52 
0xa56 3 76 0xa5 0xa0 0xa9 2 -700.000000 -173.205081 -15.666667 11.333333 0xa93 0xa98 0xa9a 0xa57 0xa63 0xa52 0xa62 0xa51 0xa55 
0xa57 3 76 0xa5 0xa0 0xa9 2 -700.000000 -259.807621 -16.666667 10.333333 0xa90 0xa91 0xa92 0xb54 0xb60 0xa53 0xa63 0xa52 0xa56 
0xa60 3 77 0xa6 0xa0 0xaa 2 -775.000000 43.301270 -14.666667 15.333333 0xaa7 0xaa9 0xaab 0xa61 0xa65 0xa54 0xa64 0x957 0x963 
0xa61 3 77 0xa6 0xa0 0xaa 2 -775.000000 -43.301270 -15.666667 14.333333 0xaa4 0xaa5 0xaa6 0xa62 0xa66 0xa55 0xa65 0xa54 0xa60 
